CRSP_ID,County_Name,Start_Description,End_Description
S.69.9.8133.001,St. Louis,Hoodoo Rd,Segment terminates at end of road
S.69.9.8135.001,St. Louis,Willow River Rd,Willow River Rd
S.69.9.8138.001,St. Louis,Greany Rd,Segment terminates at end of road
S.69.9.8143.001,St. Louis,Lind Rd,1
S.69.9.8144.001,St. Louis,Nett Lake Rd,Segment terminates at end of road
S.69.9.8145.001,St. Louis,"",Hwy 53
S.69.9.8146.001,St. Louis,Segment terminates at end of road,Hwy 53
S.69.9.8147.001,St. Louis,Keyes Rd,Hwy 53
S.69.9.8148.001,St. Louis,Segment terminates at end of road,Hwy 53
S.69.9.8153.001,St. Louis,"",Hwy 53
S.69.9.8155.001,St. Louis,1,Segment terminates at end of road
S.69.9.8160.001,St. Louis,Segment terminates at end of road,CR 422
S.69.9.8170.001,St. Louis,2nd St,Elbow River Rd
S.18.7.119.001,Crow Wing,CSAH 3,Legionville Dr N
S.69.9.8174.001,St. Louis,Segment terminates at end of road,Dewey Lake Shores Rd
S.69.9.8176.001,St. Louis,"",Goodell Rd / CR 652
S.69.9.8203.001,St. Louis,Segment terminates at end of road,Birch Lake Rd
S.69.9.8204.001,St. Louis,St Louis Co 402,Hwy 120
S.69.9.8205.001,St. Louis,Ely Babbitt Rd,Segment terminates at end of road
S.73.7.121.001,Stearns,Co Rd 75,Co Rd 138
S.69.9.8211.002,St. Louis,Segment terminates at end of road,""
S.69.9.8216.001,St. Louis,Hwy 21 N,Segment terminates at end of road
031-050,Freeborn,CSAH 45,E LIMS CLARKS GROVE
S.69.9.9105.001,St. Louis,"",Elliots Lake Rd / CR 328
S.69.9.9110.001,St. Louis,St Louis-Itasca Judicial Hwy,Hwy 73
S.69.9.9114.001,St. Louis,"",Mud Hen Creek Rd / CR 328
S.69.9.9115.001,St. Louis,Crip Rd,Hwy 53
S.69.9.9116.001,St. Louis,Hey 73,Segment terminates at end of road
S.69.9.9117.001,St. Louis,Segment terminates at end of road,Hwy 53
S.69.9.9123.001,St. Louis,Hwy 73,Segment terminates at end of road
S.55.4.25.003,Olmsted,Olmsted CTH 22,South Broadway
S.69.9.9204.001,St. Louis,CR 4,E Cabin Cir
S.69.9.9207.001,St. Louis,Segment terminates at end of road,Hwy 53
S.69.9.9211.001,St. Louis,Mckinley Rd,S Barker Rd
S.69.9.9212.001,St. Louis,Bodas Rd,Akonerva Rd
S.55.4.3.001,Olmsted,.5 mi E of Olmsted CTH 149,Olmsted CTH 6
S.69.9.9213.001,St. Louis,Bodas Rd,Hoel Rd
S.69.9.9216.001,St. Louis,S Barker Rd,Segment terminates at end of road
S.69.9.9218.001,St. Louis,Segment terminates at end of road,Town Line Rd
S.69.9.9222.001,St. Louis,Segment terminates at end of road,Heritage Trail / CR 20
S.69.9.9223.001,St. Louis,Town Line Rd,""
S.69.9.9225.001,St. Louis,Segment terminates at end of road,Wilson Rd / CR 632
S.69.9.9227.001,St. Louis,Comstock Lake Rd / CR 547,Segment terminates at end of road
S.69.9.9229.001,St. Louis,Town Line Rd,""
S.69.9.9231.001,St. Louis,Trigstad Rd / CR 352,Evergreen Rd
HEN.644,Hennepin,S COUNTY LINE TO S OF MNTH 7,@ MNTH 7
S.69.9.9237.001,St. Louis,"",Gavin Rd / CR 93
S.69.9.9241.001,St. Louis,Calvin Rd,Segment terminates at end of road
S.69.9.9242.001,St. Louis,Town Line Rd / CR 16,Segment terminates at end of road
S.69.9.9244.001,St. Louis,Bodas Rd,Hwy 97
S.69.7.259.002,St. Louis,Intersection of W Beyer Rd and Rice Lake Rd,T-Intersection of Beyer Rd and Howard Gnesen Rd
S.55.4.10.003,Olmsted,ISTH 90,Olmsted CTH 10
S.43.4.15.001,McLeod,McLeod CTH 75/1st St E/100th ST,13th St E
S.18.4.4.001,Crow Wing,T Intersection at CSAH 3,T intersection at CSAH 18
S.04.4.5.003,Beltrami,Hwy 2,Old Jefferson Dr NW
S.09.4.1.002,Carlton,Broadway Av/CR 1 and CR 18 (Wrenshal),Clarence Rd
S.86.7.123.002,Wright,Co Rd 7 NW,Co Rd 8 NW
S.69.9.3036.001,St. Louis,Segment terminates at road end,Bolder Dam Rd
S.73.4.1.003,Stearns,12th St N,450th St
S.43.7.63.001,McLeod,McLeod CTH 1,McLeod CTH 93/190th St
S.69.4.61.001,St. Louis,.14 Miles South of Intersection Old N Shore Rd and N Shore Dr,.08 Miles NE of Intersection of Lower Peterson Rd and Congdon Blvd
013-070,Freeborn,W LIMS MYRTLE,CSAH 42
S.69.9.3394.001,St. Louis,Stecker Rd,Stecker Rd
S.04.4.20.001,Beltrami,Bemidji Rd NE,Big Bass Rd NE
006-030,Freeborn,CSAH 46,SOUTH RAMPS OF FAI 90
S.09.7.152.001,Carlton,E. CR 61,MN 2
S.49.4.19.002,Morrison,W LIMITS UPSALA,MN TH 238
S.43.4.9.003,McLeod,175th St,McLeod CTH 23
S.69.7.803.001,St. Louis,Segment terminates at road end,CR 116
S.69.9.8102.001,St. Louis,Biss Rd / CR 65,Segment terminates at end of road
S.69.7.818.001,St. Louis,N Tischer Rd,Lester River Rd
S.09.4.1.005,Carlton,US 210/Vermillion St,Sugar Maple Ln
S.56.4.84.003,Otter Tail,New York Mills Corp Lmts,USTH 10
S.86.7.133.001,Wright,Wright County Line,Co Rd 8 SW
S.69.7.885.002,St. Louis,Segment terminates at road end,Segment terminates at road end
S.09.4.3.003,Carlton,Douglas Rd (west) and Hillside Dr (east),3rd St (north) and Broadway (south)/CR 1
S.69.9.3109.001,St. Louis,CR 904,""
S.09.4.1.006,Carlton,Sugar Maple Ln,NB Lane I35
S.86.4.22.001,Wright,.08 miles south of 40th Street NE,50th Street NE
S.69.7.359.002,St. Louis,Dead End,CR 525
S.18.4.20.003,Crow Wing,CSAH 5 / Beaver Dam Rd,Ahrens Hill Rd N
S.18.4.20.004,Crow Wing,Ahrens Hill Rd N,CSAH 49 / Wise Rd N
S.09.4.1.004,Carlton,somebody's driveway,US 210/Chestnut Av; downtown Carlton
S.69.7.898.001,St. Louis,Halie Rd,Thompson Hill Rd
S.69.4.113.001,St. Louis,N State Hwy 33,U.S. Rte 2
S.86.4.19.004,Wright,70th Street NE,County Road 39 NE
S.73.4.13.001,Stearns,Hwy 55,Glendale Rd
S.69.4.103.001,St. Louis,MN-169,Co Highway 102
S.69.4.33.001,St. Louis,Congdon Blvd,E Pioneer Rd (CSAH 40)
046-040,Freeborn,CSAH 38,E LIMS ALBERT LEA
S.69.7.697.001,St. Louis,Hwy 1,Gunderson Rd
S.18.4.28.002,Crow Wing,Hematite St,3rd Ave SW / TH 210
S.73.4.83.001,Stearns,Co Rd 71,Fairway Cir
S.69.7.761.001,St. Louis,13th Ave W,Segment terminates at road end
S.56.4.31.002,Otter Tail,USTH 59,CSAH 20
S.69.9.3014.001,St. Louis,3 Lakes Rd,Segment terminates at road end
S.49.4.21.001,Morrison,MN TH 238,E LIMITS UPSALA
S.49.7.202.001,Morrison,USTH 10,USTH 10
S.43.4.33.001,McLeod,McLeod CTH 2,McLeod CTH 68
S.69.7.452.001,St. Louis,Hwy 37,Dead End - Lind Rd
S.56.4.72.001,Otter Tail,MNTH 78,CSAH 83
S.43.4.25.004,McLeod,.61 mil SE of McLeod CTH 8/Airport Rd,Washington Ave
S.69.4.140.001,St. Louis,Sunnyside Park Rd,MN-73
S.25.4.9.004,Goodhue,County 6 Blvd,Not Applicable
S.09.7.138.001,Carlton,CR 8,CR 61
S.18.4.36.002,Crow Wing,TH 6,Crow Wing / Aitkin County Line
S.69.4.125.001,St. Louis,US Hwy 169,CSAH 25
S.73.7.144.001,Stearns,Co Rd 44,Stearns County Line
S.86.7.128.001,Wright,Wright County Line,Hwy 24
S.04.4.14.002,Beltrami,0.33 miles N of Juneberry Rd NW,U.S. Rte 2
S.86.7.131.001,Wright,Hwy 25,Hwy 25
S.18.4.47.001,Crow Wing,E Front St / TH 6 / TH 210,Archibald Rd / TH 6 / TH 210
S.18.4.48.001,Crow Wing,TH 210,TH 371
S.18.4.48.002,Crow Wing,TH 371,Cora St
S.18.4.48.003,Crow Wing,Cora St,NW 4th St
S.18.4.49.001,Crow Wing,TH 371,CSAH 30
S.86.4.38.002,Wright,62nd Street NW,0.13 miles West of Douglas Drive
S.18.4.56.001,Crow Wing,Cass CR 41 / Cass/Crow Wing County Line / 12th Ave SW,0.21 miles South of Cass County Line
S.69.4.56.001,St. Louis,MN-33,CSAH 889
S.18.4.66.001,Crow Wing,CSAH 1,CSAH 3
S.18.4.77.001,Crow Wing,Cass County Line,TH 371
S.55.4.4.002,Olmsted,7th St NW,Olmsted CTH 22
S.69.7.853.001,St. Louis,Seville Rd / CR 694,Grand Lakes Rd / CR 881
S.86.4.18.005,Wright,Labeaux Avenue NE,Naber Avenue NE
S.69.7.251.001,St. Louis,Intersection of Normanna Rd and Locust Rd,T-Intersection of Locust Rd and Schultz Lake Rd
S.18.7.101.001,Crow Wing,CR 110 / Beach Rd,CSAH 12
S.69.7.898.003,St. Louis,N Cloquet Rd,St Louis River Rd
S.69.4.34.002,St. Louis,Martin Rd (CSAH 9),Schultz Lake Rd (CSAH 277)
071-060,Freeborn,ACKLAND SUBDIVISION ROAD,CSAH #46.
S.18.7.105.001,Crow Wing,CSAH 11,CSAH 36
S.18.7.106.001,Crow Wing,CSAH 36,CSAH 1
S.86.4.37.007,Wright,Jason Avenue NE,Jansen Avenue NE
S.18.4.19.002,Crow Wing,CSAH 19 / CR 109 (T Intersection),CSAH 11
005-030,Freeborn,S LIM GLENVILLE,TH 65
S.86.7.123.001,Wright,Co Rd 39 NW,Co Rd 7 NW
S.09.4.24.001,Carlton,US 210,Moorhead Road
S.73.7.141.002,Stearns,Hwy 15,Co Rd 145
HEN.84,Hennepin,M.P. 11.12 TO W OF CSAH 50,CR 10 and CR 50 intersection
S.69.7.20.001,St. Louis,Intersection of Hahn Rd and St. Louis River Rd,.12 Miles East of T-Intersection of Pine Ave and St. Louis River Rd
S.56.4.56.001,Otter Tail,CSAH 67,New York Mills Corp Lmts
S.69.9.9220.001,St. Louis,CR 4,Hult Rd
S.18.7.117.001,Crow Wing,TH 371,CSAH 45
S.09.7.151.002,Carlton,Jay Cooke Rd/CR 151,E. CR 61
S.56.4.77.002,Otter Tail,Bluffton Corp Lmts,CSAH 19
HEN.689,Hennepin,Woodland Trl/CSAH 10,109th Av N/CR 123
S.69.4.19.001,St. Louis,CSAH 13,U.S. Rte 2
HEN.349,Hennepin,N OF WILLOW DR TO S OF FOX ST,N OF FOX ST TO MP 1.84
S.09.4.3.002,Carlton,Military Rd/CR 4,Douglas Rd (west) and Hillside Dr (east)
S.86.4.30.006,Wright,County Road 8 SW,State Highway 25
S.69.4.130.001,St. Louis,Hwy 110 (CSAH 6552),S Main St
S.18.7.125.001,Crow Wing,Cass County Line,TH 371
S.18.7.126.001,Crow Wing,Cass County Line,TH 371
S.13.4.23.001,Chisago,Intersection of Lake Blvd and Green Lake Trail,T-Intersection of Lofton Ave and Chisago Blvd
S.47.4.34.001,Meeker,Frondtage Rd north of CSAH 12,MNTH 24
S.18.7.129.001,Crow Wing,TH 25,CSAH 23
S.04.4.21.004,Beltrami,Island View Dr NE,Hwy 71
046-022,Freeborn,W LIMS ALBERT LEA,ARENA RD
S.18.7.132.001,Crow Wing,CSAH 23,CSAH 2
S.43.4.12.001,McLeod,205th Dr,MNTH 7
S.49.7.213.002,Morrison,CSAH 13,MN TH 115
S.49.4.1.006,Morrison,CSAH 104,NO LIMITS RANDALL
S.18.7.135.001,Crow Wing,CSAH 31 & TH 6 / TH 210,TH 6 / TH 210
S.69.4.56.002,St. Louis,CSAH 889,CSAH 13
018-030,Freeborn,CO RD 84,14TH STREET
034-060,Freeborn,CSAH 46,MOSCOW ST IN OAKLAND
S.18.7.139.001,Crow Wing,CSAH 45,TH 25
S.18.7.139.002,Crow Wing,TH 25,CR 113
S.86.7.108.001,Wright,Dempsey Ave SW,Co Rd 12 S
S.47.4.6.002,Meeker,USTH 15,0.10 East of 740th Ave
S.73.4.49.001,Stearns,Hwy 22,Hwy 23
S.43.4.2.006,McLeod,.33 mi N of 228th St,Common St
S.09.7.119.001,Carlton,North Road/CR 2,CR 696
S.55.4.34.001,Olmsted,Olmsted CTH 3/County Club Rd NW,USTH 14
S.18.7.149.001,Crow Wing,Morrison County Line,CR 139
S.69.9.8131.001,St. Louis,Dewey Point Rd,Dewey Lake Shores Rd
S.56.4.40.001,Otter Tail,MNTH 210,Vining Corp Lmts
S.73.7.132.001,Stearns,Co Rd 4,Co Rd 5
S.86.7.117.003,Wright,Co Rd 37 NE,0.17 miles N of 85th St NE
S.18.8.567.001,Crow Wing,CSAH 45,TH 25
S.25.4.9.001,Goodhue,Goodhue Ave,10th Ave
S.86.4.39.007,Wright,Cameron Avenue NE,Dalton Ave NE
S.49.4.17.001,Morrison,MN TH 238,E LIMITS LITTLE FALLS
S.69.4.131.001,St. Louis,US Hwy 53,CSAH 68
HEN.667,Hennepin,@ USTH 12,N OF CSAH 24 TO 1/2 MOON CAMP
S.73.4.2.007,Stearns,410th St,Co Rd 1
S.73.4.133.001,Stearns,Co Rd 75,19th Ave N
S.49.7.212.001,Morrison,CSAH 13,MN TH 115
S.86.4.30.008,Wright,County Road 13 SE,0.25 files West of W 3rd Street
S.73.7.195.001,Stearns,Co Rd 12,Co Rd 10
002-050,Freeborn,CSAH 11,CSAH 17
S.86.4.33.002,Wright,Eckert Ave SE,10th Street SE
014-080,Freeborn,CSAH 20,CSAH 22
S.69.7.223.001,St. Louis,Intersection of Munger Shaw Rd and Maple Grove Rd,T-Intersection of Munger Shaw Rd and E St. Louis River Rd
S.04.7.515.001,Beltrami,U.S. Rte 2,Hwy 89
S.73.4.136.001,Stearns,Hwy 15,40th St S
S.86.7.109.001,Wright,Co Rd 35W,15th St NW
005-005,Freeborn,CSAH 16,CSAH 18
S.69.4.123.001,St. Louis,Gamma Rd (CSAH 122),Gamma Rd (CSAH 122)
S.09.7.107.003,Carlton,Intersection with Carlton Road,Railroad
S.13.4.37.002,Chisago,T-Intersection of 310th St and Pleasant Valley Rd,T-Intersection of Herberg Rd and 1st St
S.69.7.897.001,St. Louis,Solway Rd,Segment terminates at road end
S.56.4.35.011,Otter Tail,CSAH 36,CSAH 41
S.18.4.29.001,Crow Wing,Spike Buck Dr / Cass County Line,TH 371
S.69.4.60.001,St. Louis,Intersection of U.S. Route 169 and Rainey Rd,Intersection of 53rd St and State Hwy 73
S.69.7.199.001,St. Louis,T-Intersection of Elmer Rd and Co Hwy 199,T-Intersection of Elmer Rd and Co Hwy 133
007-010,Freeborn,TH 65,CSAH 30
S.56.4.49.001,Otter Tail,CSAH 14,Richville Corp Lmts
S.73.4.85.001,Stearns,Co Rd 39,0.34 miles E of Co Rd 39
S.56.4.38.003,Otter Tail,Urbank Corp Lmts,CSAH 59
S.69.7.297.001,St. Louis,Runway to Airport,Lavaque Bypass
HEN.656,Hennepin,@ CSAH 6,S LIM IND TO 0.2 MI S OF IND
S.69.9.3073.001,St. Louis,Dewey Lake Rd,""
S.86.4.37.009,Wright,Maciver Avenue NE,72nd Street NE/State Highway 101 NB Ramps
S.69.7.885.001,St. Louis,US HWY 53,Caribou Lake Rd / CR 859
S.86.4.39.0011,Wright,Labeauxe Ave NE,Nashua Avenue NE
S.04.4.35.001,Beltrami,Hwy 71,Blackduck Lake Rd NE
S.73.7.154.001,Stearns,Co Rd 10,Co Rd 9
S.43.4.25.003,McLeod,MNTH 62/Page Ave,Edmonton Ave
S.86.4.37.0010,Wright,72nd Street NE/State Highway 101 NB Ramps,River Road NE
012-070,Freeborn,CSAH 51,CSAH 25
013-005,Freeborn,TH 69,TH69
S.43.7.79.001,McLeod,McLeod CTH 7,MNTH 4/Major Ave
S.69.7.229.001,St. Louis,Intersection of Co Hwy 229 and Spruce St,Intersection of Co Hwy 229 and Co Hwy 133
HEN.253,Hennepin,SEE INTERSECTING CSAH 19,Fletcher Ln/CR 116
S.69.7.364.001,St. Louis,Hwy 135,W. Salu
S.73.4.2.005,Stearns,1st Ave NE,11th St SW
S.04.4.46.001,Beltrami,Jackson Ave SW,Hwy 71
S.73.4.136.002,Stearns,40th St S,33rd St S
HEN.254,Hennepin,N OF CSAH 81 TO S OF TERR ROAD,Valley Forge Ln
S.56.4.20.001,Otter Tail,CSAH 9,CSAH 31
S.49.4.3.001,Morrison,USTH 10,CSAH 1
S.43.7.76.001,McLeod,McLeod CTH 115/Vale Ave,Dead End
S.55.4.19.003,Olmsted,Olmsted CTH 23/30th St SE,USTH 14
HEN.237,Hennepin,N OF USTH 12 TO S OF CSAH 11,@ CSAH 11
S.86.7.113.003,Wright,Hwy 25,Edmonson Avenue NE
S.69.7.668.002,St. Louis,Main St,Dead End
S.86.7.135.001,Wright,90th St NW,Wright County Line
S.56.4.4.002,Otter Tail,CSAH 31,Vegas Corp Lmts
S.43.7.87.001,McLeod,McLeod CTH 54/Targus Ave,MNTH 15
S.86.7.104.001,Wright,Hwy 24,Co Rd 7 NW
S.49.7.257.001,Morrison,LITTLE FALLS AIRPORT,USTH 10
015-005,Freeborn,CSAH 4,CSAH 12
015-030,Freeborn,CSAH 12,CSAH 14
046-060,Freeborn,CSAH 26,E LIMS HAYWARD
S.69.9.8111.001,St. Louis,Peel Rd / CR 240,Segment terminates at end of road
S.18.7.107.001,Crow Wing,TH 371 / CSAH 29,TH 371 / CR 168
S.86.4.32.002,Wright,County Road 14 SE,Highway 55
101-030,Freeborn,CR #101 (E-W),T.H. #13.
S.73.4.8.003,Stearns,Hwy 23,Hwy 15
S.73.4.54.003,Stearns,Marsh Ln,Dolphine Ave NE
S.86.4.2.005,Wright,Church Street,0.03 miles South of Birchdale Road
S.56.4.11.003,Otter Tail,CSAH 88,Interstate 94 Ramp
010-021,Freeborn,E LIMS FREEBORN,0.2 MI N CO RD 95
S.69.4.12.002,St. Louis,Driveway,Lismore Rd (CSAH 11)
S.86.4.37.001,Wright,0.25 miles East of 748th Avenue,Rhoades Avenue NW
S.49.4.30.001,Morrison,SO CO LINE,CSAH 26
S.18.4.3.004,Crow Wing,CSAH 11,CSAH 3
018-040,Freeborn,14TH STREET,W 9TH ST
018-050,Freeborn,W 9TH ST,TH 65
019-010,Freeborn,TH 65,E LIMS ALBERT LEA
S.73.7.197.004,Stearns,423rd Ave,Hwy 71
S.18.4.37.001,Crow Wing,CSAH 36,CSAH 3
S.49.7.251.001,Morrison,MN TH 27,CSAH 252
S.69.4.13.001,St. Louis,Halie Rd (CSAH 899),MN 194
020-010,Freeborn,CSAH 22,LAKEWOOD AVE
020-020,Freeborn,LAKEWOOD AV,GREENWOOD DR
020-032,Freeborn,LAKEVIEW BLVD,ITASCA ST.
S.69.7.890.001,St. Louis,CR 223,Midway Rd / CR 13
S.69.4.108.004,St. Louis,CSAH 334,CSAH 4
S.69.4.4.007,St. Louis,CSAH 111,Bridge South of Cemetery Rd
S.18.7.127.001,Crow Wing,CR 115 / Ojibwa Park Rd N,CSAH 3
S.86.7.116.001,Wright,Hwy 55,Co Rd 33
S.18.4.14.001,Crow Wing,TH 6,Aitkin County Line
S.18.7.143.001,Crow Wing,TH 25,CR 144
S.09.7.118.001,Carlton,North Road/CR 2,CR 696
022-010,Freeborn,TH 65,MARSHALL ST (ON SIBLEY)
022-020,Freeborn,SIBLEY,BRIDGE (ON MARSHALL)
022-030,Freeborn,MARSHALL,MINNIE MADDERN (ON BRIDGE)
022-040,Freeborn,MINNIE MADDERN ST,RICHWAY DR
022-051,Freeborn,CR 92,FAI 90
S.86.4.30.001,Wright,750th Avenue,County Road 1 SW
023-010,Freeborn,CSAH 45,0.6 MI E OF C R 92
023-020,Freeborn,0.6 MI E OF CR 92,CSAH 26
S.73.4.47.001,Stearns,Broadway St,Hwy 15
S.25.4.31.001,Goodhue,240th Street,Prairie Island Blvd
024-040,Freeborn,N LIM CLARKS GROVE,CHICAGO NW RAILROAD
024-050,Freeborn,FROM CHICAGO NW RAILROAD,CSAH 35
024-055,Freeborn,CSAH 35,N CO LINE
S.73.7.127.001,Stearns,Co Rd 168,Birch Valley Rd
S.86.4.31.002,Wright,County Road 3 SW,60th Street SW
S.55.4.13.001,Olmsted,.4 mi E of 275 Ave,Olmsted CTH 27/8th St SW
S.55.4.11.001,Olmsted,Olmsted CTH 36/Olmsted 123,Olmsted CTH 2/Viola Rd NE
S.04.4.43.002,Beltrami,0.57 miles SW of Main St,Hwy 71
S.86.7.110.001,Wright,Co Rd 30 SW,Hwy 12
HEN.682,Hennepin,@ LARKIN ROAD,N OF 75 AVE N TO S OF CSAH 10
S.49.4.51.001,Morrison,CSAH 23,253RD ST
076-020,Freeborn,HIGH STREET,EMMONS.
S.69.8.984.001,St. Louis,Hwy 53,Hwy 53
S.69.7.359.001,St. Louis,CSAH 4,Private Property
S.18.4.3.003,Crow Wing,CSAH 3 / CSAH 4,CSAH 11
S.86.4.40.001,Wright,0.06 miles west of Iten Circle NW,State Highway 24
S.86.4.18.003,Wright,72nd Street NE,Jamison Avenue NE
S.73.7.141.001,Stearns,Co Rd 8,Hwy 15
S.43.4.1.004,McLeod,.14 miles N of CTH 23/1st Ave N,.17 mi N of 220th St
S.69.7.716.001,St. Louis,N Main Street,Dead End
S.86.4.17.001,Wright,117th Street SE,0.10 miles South of 7th Street South
027-010,Freeborn,WEST COUNTY LINE,CSAH 6
S.04.4.30.001,Beltrami,Hines Rd NE,Carl Ave
S.73.4.138.001,Stearns,Hwy 23,Division St
028-040,Freeborn,CSAH 35,CSAH 37
S.09.4.5.002,Carlton,CR 61,US 210
S.56.4.75.003,Otter Tail,MNTH 29,USTH 10
026-063,Freeborn,TH 251,2.5 MI N
S.69.4.50.001,St. Louis,CSAH 2527,CSAH 11
S.69.7.457.001,St. Louis,US HWY 169,Old Hwy 169
S.86.7.117.002,Wright,20th St NE,Co Rd 37 NE
S.86.4.39.005,Wright,Clementa Avenue NW,Aetna Avenue NE
S.73.7.150.001,Stearns,0.81 miles W of Hwy 24,Hwy 24
S.86.4.39.002,Wright,State Highway 24,Howe Avenue NW
030-060,Freeborn,CSAH 35,CSAH 37
S.09.4.18.001,Carlton,CR 1,MN 23
S.73.7.140.001,Stearns,Hwy 23,Hwy 23
S.69.7.293.001,St. Louis,Strand Rd,Zimmerman Rd
S.25.4.11.006,Goodhue,County 11 Blvd,0.20 miles North of T 156
S.69.4.6.002,St. Louis,Intersection of U.S. Route 2 and Maple Grove Rd,T-Intersection of Maple Grove Rd and Solway Rd
S.73.7.145.002,Stearns,Co Rd 44,Stearns County Line
032-010,Freeborn,ALONG S CO LINE,ALONG S CO LINE
S.86.7.142.001,Wright,0.23 miles N of 25th St SW,Rockwood Ave SW
032-030,Freeborn,CSAH 1,CSAH 13
033-010,Freeborn,W CO LINE,CSAH 6
033-020,Freeborn,CSAH 6,CSAH 10
S.73.7.182.001,Stearns,0.23 miles W of Co Rd 189,J27 153C
S.73.7.118.001,Stearns,Co Rd 131,Co Rd 17
S.18.7.120.001,Crow Wing,CSAH 39,CSAH 3
S.86.7.106.001,Wright,Co Rd 39 NW,Co Rd 8 NW
S.86.4.5.003,Wright,Co Rd 35 W,Co Rd 37 NW
S.86.4.35.009,Wright,0.22 miles Northeast of 23rd Street NE,Main Street N
S.69.4.65.001,St. Louis,Intersection of McCarthy Beach Rd and Hwy 5,Intersection of Green Rock Rd and Hwy 5
S.69.7.280.001,St. Louis,Woodland Road,Washburn Road
S.69.4.45.001,St. Louis,County Line,S Ugstad Rd
S.55.4.14.002,Olmsted,Olmsted CTH 3/Salley ST NW,USTH 52
S.69.7.1017.001,St. Louis,T-Intersection of N Ugstad Rd and Stark Rd,.11 Miles North of T-Intersection of N Ugstad Rd and Stark Rd
S.69.4.94.001,St. Louis,T-Intersection of Bergstrom Rd and Munger Shaw Rd,Intersection of Bergstrom Junction Rd and U.S. Route 53
S.86.4.39.006,Wright,Aetna Avenue NE,Cameron Avenue NE
S.69.4.37.002,St. Louis,Martin Rd (CSAH 10),Normanna Rd
S.86.4.8.003,Wright,Co Rd 35 W,1st St
HEN.657,Hennepin,W COUNTY LINE TO W OF CSAH 157,SEE INTERSECTING CSAH 6
HEN.686,Hennepin,W OF YLLWSTONE TO E OF SCHUTTE,N OF TERR RD TO S OF CSAH 13
S.18.7.138.001,Crow Wing,CSAH 2,TH 169
S.73.4.71.001,Stearns,Co Rd 49,Co Rd 83
036-010,Freeborn,CSAH 34,0.5 MI SO OF MOWER CO CSAH 2
S.73.7.134.001,Stearns,1st Ave NE,2nd Ave NE
HEN.248,Hennepin,E OF CSAH 92 TO W OF GRNFLD RD,E OF GRNFLD RD TO W OF CSAH 19
037-010,Freeborn,CSAH 47,CSAH 30
S.13.4.12.002,Chisago,Intersection of State Park Trail and Route 95,Intersection of Park Trail and Reed Ave
S.49.7.236.001,Morrison,CSAH 26,MN TH 25
HEN.701,Hennepin,M.P. 9.05 TO E OF CSAH 150,W OF CSAH 144 TO COUNTY LINE
039-020,Freeborn,RIVER ST,CO RD 85
S.86.4.30.007,Wright,State Highway 25,County Road 13 SE
S.55.4.35.001,Olmsted,Olmsted CTH 8/44th Ave SW,USTH 63/Main St
S.86.4.20.003,Wright,20th Street SE,Division Street E
S.73.7.148.001,Stearns,121st Ave,Co Rd 48
S.04.4.2.001,Beltrami,0.09 miles E of Monroe Ave SW,U.S. Rte 2
S.18.7.137.001,Crow Wing,CR 127 / Sugar Bush Trail N,CSAH 13
S.73.4.50.001,Stearns,Co Rd 2,Co Rd 9
HEN.645,Hennepin,N LIM ST BONI TO S OF CSAH 110,@ CSAH 110
S.86.7.107.003,Wright,Dempsey Ave SW,Co Rd 12 S
S.47.4.6.001,Meeker,MNTH 4,USTH 15
HEN.251,Hennepin,E OF CSAH 19 TO W OF ROLL HILL,E OF KALK TO W OF BALL FIELD
S.69.4.25.003,St. Louis,US Hwy 169,West of CSAH 25
S.55.4.1.002,Olmsted,USTH 52,USTH 14
S.86.7.117.001,Wright,10th St NE,20th St NE
S.73.7.153.001,Stearns,Co Rd 39,Co Rd 17
S.86.4.8.006,Wright,85th St NW,Co Rd 39 NW
S.18.7.118.001,Crow Wing,CSAH 4 / Red Pine Dr,CSAH 3
S.04.4.22.003,Beltrami,Irvine Ave NW,0.10 miles N of US-71 Old
S.56.4.59.002,Otter Tail,Urbank Corp Lmts,Urbank Corp Lmts
S.13.7.85.002,Chisago,Intersection of Chisago Blvd and Morgan Ave,T-Intersection of Olinda Trail and Morgan Ave
S.86.4.9.002,Wright,50th St SW,Co Rd 35 W
S.73.4.17.007,Stearns,170th Ave,Co Rd 1
048-010,Freeborn,14TH ST,TH 65 ON MARGARETHA
S.56.4.80.003,Otter Tail,Perham Corp Lmts,USTH 10
S.04.7.404.003,Beltrami,Paul Bunyan Rd SE,Van Burn Ave SE
S.69.7.1016.001,St. Louis,T-Intersection of U.S. Route 2 and E Railroad Ave,.23 Miles South of T-Intersection of U.S. Route 2 and E Railroad Ave
S.25.7.48.001,Goodhue,County 10 Bvld,County 4 Blvd
S.09.4.7.002,Carlton,US 210,Brevator Road/CR 5
S.04.4.4.001,Beltrami,0.25 miles E of Sunnyside Rd SE,Forest Rd
061-010,Freeborn,CSAH # 11,CSAH #17.
061-020,Freeborn,CSAH #17,CSAH #46.
061-030,Freeborn,CSAH #46,T.H. 109.
061-040,Freeborn,T.H. 109,CSAH #27.
062-010,Freeborn,2.0 MILES WEST OF 4,CSAH # 4.
063-010,Freeborn,1.0 MILE SOUTH OF 17,CSAH # 17.
063-020,Freeborn,CSAH #17,CSAH #46.
065-010,Freeborn,CSAH #6,NORTH COUNTY LINE.
066-010,Freeborn,CR #61,CSAH #6.
067-010,Freeborn,CSAH #33,1.5 MILES SOUTH CR #70.
